En Amérique du Nord, au cours de quelle saison a lieu l'été indien ?;Automne;Été;Hiver;Printemps;Automne
Quel nom de poisson désigne un piquet de tente de camping ?;La carpe;Le brochet;Le néon;Le sardine;La sardine
Quel théorème permet de calculer le carré de l'hypoténuse ?;Thalès;Pythagore;Le théorème de l'angle;Le théorème de l'arc capable;Pythagore
De combien de petits tambours un bongo est-il composé ?;1;2;3;4;2
Combien y a-t-il habituellement de trous dans une boule de bowling ?;0;1;2;3;3
Qu'est-ce que la Soufrière en Guadeloupe ?;Un édifice;Un volcan;Une mer;Un entreprise soufleuse de verre;Un volcan
Qui était le DJ attitré d'une émission de Thierry Ardisson sur France 2 ?;Philippe Corti;Dj Khaled;David Guetta;Marshmello;Phillipe Corti
Quelle est l'unité monétaire principale de l'Inde ?;Le Dollar;Le Pesos;L'euro;La roupie;La roupie
Aux jeux Olympiques, de combien de spécialités est composé le décathlon ?;3;5;10;20;10
Que mesure-t-on en kelvins ?;L'humidité;La température;La pression;La tension;La température
"En informatique, quel terme français correspond au mot ""software"" ?";Logicels;Composant;Ordinateur;Programmation;Logiciel
Combien de coques a un catamaran ?;1;2;3;4;2
Avec le blanc, quelle est l'autre couleur du drapeau danois ?;Le rouge;Le bleu;Le vert;Le blanc;Le rouge
Au rugby, avec quelle partie du corps la remise en jeu s'effectue-t-elle lors d'une touche ?;Avec le pied;Avec la tête;Avec le genoux;Avec les mains;Avec les mains
Combien coûte une paire de chaussures à 80 euros soldée à moins 20% ?;20;80;64;100;64
"Quel lien de parenté unit Anne à l'épouse de ""Barbe-Bleue"" dans le conte de Charles Perrault ?";C'est sa mère;C'est sa tente;C'est sa grand-mère;C'est sa sœur;C'est sa sœur
"Qui chante ""Pas de boogie-woogie"" en 1976 ?";Eddy Mitchell;Elvis Presley;Jean-Jaques Goldman;Charles Aznavour;Eddy Mitchell
Que perd un serpent quand il mue ?;Sa queue;Sa tête;Sa peau;Ses yeux;Sa peau
Dans le code Morse, quelle lettre est représentée par trois points ?;A;G;S;Z;S
Entre 3 et 10 mois, comment s'appelle le petit de la poule ?;Le coq;Le poussin;Le poulet;L'œuf;Le poulet
"Quel chanteur de pop anglaise interprète le tube : ""Relax, Take It Easy"" ?";Mika;Miko;Miku;Mike;Mika
De quel pays est originaire le groupe electro Daft Punk ?;L'Amérique;L'Angleterre;L'Autralie;La France;La France
De quelle couleur est la cape de Superman ?;Rouge;Bleu;Vert;Jaune;Rouge
En 2009, quel tennisman a remporté le tournoi simple messieurs de Roland-Garros ?;Nadal;Djokovic;Federer;Wawrinka;Federer
"Dans la saga cinématographique : ""La Guerre des étoiles"", quelle est l'arme de prédilection des chevaliers Jedi ?";Un pistolet;Une épée;Un sabre laser;Un marteau;Un sabre laser
A quel pays fait référence l'adjectif nippon ?;La Suisse;Le Congo;La Chine;Le Japon;Le Japon
Quel adjectif qualifie un caractère d'imprimerie légèrement penché à droite ?;Gras;Souligné;Italique;Arial;Italique
A quelle forme géométrique associe-t-on traditionnellement la France métropolitaine ?;Un carré;Un triangle;Un hexagone;Un polygone;Un hexagone
"Complétez le titre de ce film d'Alain Resnais sorti en 1997 : ""On connaît la...";Chanson;Misère;Vie;Mélodie;Chanson
"Qu'est-ce qui est allumé en premier dans le générique de la série télévisée ""Mission : impossible"" ?";Une allumette;Une mèche;Une bombe;La lumière;Une allumette
De laquelle des quatre couleurs d'un jeu de cartes Judith, Charles et La Hire sont-ils les figures ?;Cœur;Pique;Carreau;Trèfle;Cœur
En géométrie, dans un repère orthonormé, quelle lettre représente le point d'origine ?;O;X;Y;P;O
Pour faire de la pâte à pain, quel ingrédient ajoute-t-on nécessairement à la farine, à la levure et au sel ?;L'eau;Le lait;Le sucre;Les œufs;L'eau
"Complétez ce slogan des années 1970 : ""En France, on n'a pas de pétrole, mais on a...";Des idées;L'énergie;L'argent;Les voitures;Des idées
Quel tissu utilisé en lingerie de luxe fait la réputation de la ville de Calais ?;La dentelle;La soie;Le jeans;Le cotton;La dentelle
"Selon le proverbe, en quoi est-on malheureux si on est ""heureux au jeu"" ?";En amour;En amitié;En sex;En bonheur;En amour
A son dernier repas, de combien d'apôtres Jésus-Christ était-il entouré ?;12;10;13;11;12
Au restaurant, que mangerez-vous en commandant du chaource ?;Du fromage;Du bœuf;Du poisson;De l'agneau;Du fromage
"Quel signe de ponctuation est l'équivalent de l'expression ""et caetera"" ?";…;.;";";:;…
"Comment se prénommait Racine, l'auteur de ""Britannicus"" ?";Jean;Paul;Pierre;Alessio;Jean
Sur quelle petite île de la baie de New York la statue de la Liberté est-elle située ?;Liberty Island;New Island;Shark Island;New Bay;Liberty Island
Quelle est la capitale du Portugal ?;Porto;Lisbonne;Paris;Madrid;Lisbonne
Quel est le vrai prénom d'Orlando, agent artistique et frère cadet de Dalida ?;Pierre Perret;Nicolas;Franck;Bruno;Bruno
"Quelle couleur se dit ""black"" en anglais ?";Rouge;Blanc;Vert;Noir;Noir
Quel mois de l'année, les amoureux fêtent-ils la Saint-Valentin ?;Janvier;Février;Mars;Avril;Février
En 2010, de quelle épreuve d'athlétisme Romain Barras est-il devenu champion d'Europe ?;Le décathlon;Le saut en longueur;Le sprint;Le saut à la perche;Le décathlon
A quel pays appartient le Groenland ?;Le Danemark;La Norvège;La Suède;L'Islande;Le Danemark
Quel est le nom donné à la grande cloche de la tour de l'horloge du Palais de Westminster, à Londres ?;Top of the Rock;Empire State Building;Big Ben;La tour Eiffel;Big Ben
Chez le lapin, à part les dents, quel organe est réputé pour sa longueur ?;Les oreilles;Les pattes;Le cœur;Les yeux;Les oreilles
Combien trouve-t-on de nombres premiers, entre 1 et 10 ?;1;4;6;10;4
"L'hymne britannique actuel est le ""God Save the...";King;Queen;Prince;Princess;Queen
L'ensemble montagneux du Jura s'étend sur la France, l'Allemagne et...;La Suisse;La Belgique;L'Autriche;L'Espagne;La Suisse
Sur Terre, avec le Soleil, quel corps céleste exerce son influence sur les marées ?;La Lune;Saturne;Un Sattelite;Jupiter;La Lune
En 1997, dans quel film de science-fiction de Luc Besson, Bruce Willis incarne-t-il Korben Dallas ?;Le Deuxième Élément;Le Troisième Élément;Le Quatrième Élément;Le Cinquième Élément;Le Cinqième Élément
A quel nom commun féminin se rapporte l'adjectif cruciforme ?;La croix;Le carré;Le triangle;Le cube;La croix
Sous quel nom connaît-on mieux l'actrice française Sylvette Herry ?;Piou-Piou;Miou-Miou;Riou-Riou;Tiou-Tiou;Miou-Miou
"Quel est le suffixe du mot ""géologue"" ?";G;E;Géo;Logue;Logue
Redoutable prédatrice, l'orque est surnommée la baleine..;Soigneuse;Tueuse;Plaisante;Énervée;Tueuse
Quel personnage de jeu vidéo, en forme de rond jaune, doit avaler des pastilles avant de manger des fantômes ?;PacMan;Mario;Super Smash Bros;Zelda;PacMan
Quelle articulation, saillante lorsque pliée, est située à la jonction du bras et de l'avant-bras ?;Le Cubitus;Le Radius;L'Umérus;Le Coude;Le Coude
En quelle année la République populaire de Chine a-t-elle été proclamée ?;1949;1950;1951;1952;1949
Quel est le plus long fleuve d'Afrique ?;La Molombe;Le Nil;L'Orbe;L'Amazone;Le Nil
"En langage familier, que désignent les mots ""piquette"" et ""picrate"" ?";Du mauvais vin;Du mauvais Rhum;Du mauvais Whisky;De la mauvaise eau;Du mauvais vin
Quel nom familier, a-t-on donné aux soldats de la Première Guerre mondiale ?;Les soldats;Les survivants;Les ennemis;Les poilus;Les poilus
Si vous achetez une demi-livre de beurre au marché, quel sera son poids en grammes ?;200g;250g;500g;1000g;250g
Quel est le dixième signe du zodiaque, dans lequel le Soleil entre au solstice d'hiver ?;La balance;Le poisson;Le capricorne;Le lion;Le capricorne
"Dans quel sport peut-on ""putter"" ?";Le golf;Le basket;Le football;Le baseball;Le golf
Combien y a-t-il de couleurs sur le drapeau grec ?;1;2;3;4;2
